celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,n_judges_present,total_judge_score,last_active_week,active,judge_rank,judge_percent
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,1,3,23.0,11,1,4.0,0.08984375
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,2,3,24.0,11,1,4.0,0.09022556390977443
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,3,3,22.0,11,1,9.0,0.08627450980392157
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,4,3,24.0,11,1,4.0,0.10126582278481013
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,5,3,27.0,11,1,3.0,0.1148936170212766
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,6,3,26.9998,11,1,7.0,0.11688265587066969
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,7,3,28.5,11,1,3.0,0.12866817155756208
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,8,3,30.0,11,1,1.0,0.15625
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,9,3,27.0,11,1,3.0,0.17142857142857143
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,10,4,35.5,11,1,3.0,0.20285714285714285
Jack Osbourne,Cheryl Burke,TV Personality,Unknown,England,27,17,3rd Place,3,11,3,27.999899999999997,11,1,3.0,0.24454189279594477
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,1,3,14.0,3,1,12.0,0.0546875
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,2,3,17.0,3,1,12.0,0.06390977443609022
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,3,3,16.0,3,1,10.0,0.06274509803921569
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,1,3,15.0,2,1,12.0,0.05725190839694656
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,2,3,15.0,2,1,11.0,0.06147540983606557
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,1,3,24.0,8,1,3.0,0.0916030534351145
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,2,3,24.0,8,1,4.0,0.09836065573770492
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,3,4,36.0,8,1,2.0,0.1157556270096463
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,4,4,32.0,8,1,6.0,0.10774410774410774
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,5,4,39.0,8,1,2.0,0.12111801242236025
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,6,4,36.0,8,1,3.0,0.1276595744680851
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,7,4,36.0,8,1,4.0,0.1422924901185771
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,4,38.0,8,1,3.0,0.168141592920354
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,1,3,21.0,10,1,7.0,0.08015267175572519
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,2,3,25.0,10,1,1.0,0.10245901639344263
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,3,4,36.0,10,1,2.0,0.1157556270096463
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,4,4,35.0,10,1,2.0,0.11784511784511785
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,5,4,40.0,10,1,1.0,0.12422360248447205
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,6,4,35.0,10,1,5.0,0.12411347517730496
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,7,4,35.0,10,1,6.0,0.1383399209486166
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,8,4,36.0,10,1,4.0,0.1592920353982301
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,9,4,38.0,10,1,3.0,0.19895287958115182
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10,3,29.0,10,1,3.0,0.2529075649013137
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,1,3,25.0,10,1,2.0,0.09541984732824428
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,2,3,21.0,10,1,7.0,0.0860655737704918
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,3,4,32.0,10,1,7.0,0.10289389067524116
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,4,4,28.0,10,1,9.0,0.09427609427609428
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,5,4,35.0,10,1,7.0,0.10869565217391304
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,6,4,32.0,10,1,7.0,0.11347517730496454
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,7,4,37.0,10,1,3.0,0.14624505928853754
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,8,4,36.0,10,1,4.0,0.1592920353982301
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,9,4,36.0,10,1,5.0,0.18848167539267016
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,10,3,25.9998,10,1,4.0,0.22674296916969572
Sean Avery,Karina Smirnoff,Athlete,Unknown,Canada,33,18,Eliminated Week 2,11,1,3,20.0,2,1,10.0,0.07633587786259542
Sean Avery,Karina Smirnoff,Athlete,Unknown,Canada,33,18,Eliminated Week 2,11,2,3,21.0,2,1,7.0,0.0860655737704918
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,1,3,18.0,1,1,11.0,0.06870229007633588
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,1,3,27.0,9,1,1.0,0.10305343511450382
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,2,3,25.0,9,1,1.0,0.10245901639344263
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,3,4,36.0,9,1,2.0,0.1157556270096463
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,4,4,33.0,9,1,4.0,0.1111111111111111
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,5,4,37.0,9,1,3.0,0.11490683229813664
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,6,4,36.0,9,1,3.0,0.1276595744680851
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,7,4,35.5,9,1,5.0,0.14031620553359683
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,8,4,40.0,9,1,1.0,0.17699115044247787
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,4,38.0,9,1,3.0,0.19895287958115182
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,1,3,24.0,10,1,3.0,0.0916030534351145
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,2,3,24.0,10,1,4.0,0.09836065573770492
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,3,4,36.0,10,1,2.0,0.1157556270096463
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,4,4,34.0,10,1,3.0,0.11447811447811448
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,5,4,37.0,10,1,3.0,0.11490683229813664
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,6,4,38.0,10,1,2.0,0.1347517730496454
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,7,4,37.5,10,1,2.0,0.1482213438735178
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8,4,40.0,10,1,1.0,0.17699115044247787
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,9,4,39.0,10,1,2.0,0.20418848167539266
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,10,3,29.666600000000003,10,1,2.0,0.2587209505138384
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,1,3,24.0,10,1,3.0,0.0916030534351145
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,2,3,25.0,10,1,1.0,0.10245901639344263
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,3,4,39.0,10,1,1.0,0.12540192926045016
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,4,4,39.0,10,1,1.0,0.13131313131313133
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,5,4,36.0,10,1,5.0,0.11180124223602485
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,6,4,40.0,10,1,1.0,0.14184397163120568
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,7,4,39.0,10,1,1.0,0.1541501976284585
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8,4,36.0,10,1,4.0,0.1592920353982301
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,9,4,40.0,10,1,1.0,0.2094240837696335
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,10,3,30.0,10,1,1.0,0.2616285154151521
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,1,3,21.0,6,1,7.0,0.08015267175572519
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,2,3,21.0,6,1,7.0,0.0860655737704918
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,3,4,30.0,6,1,9.0,0.09646302250803858
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,4,4,33.0,6,1,4.0,0.1111111111111111
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,5,4,28.0,6,1,9.0,0.08695652173913043
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,6,4,32.0,6,1,7.0,0.11347517730496454
Cody Simpson,Witney Carson,Singer/Rapper,Unknown,Australia,17,18,Eliminated Week 5,9,1,3,22.0,5,1,6.0,0.08396946564885496
Cody Simpson,Witney Carson,Singer/Rapper,Unknown,Australia,17,18,Eliminated Week 5,9,2,3,22.0,5,1,6.0,0.09016393442622951
Cody Simpson,Witney Carson,Singer/Rapper,Unknown,Australia,17,18,Eliminated Week 5,9,3,4,35.0,5,1,6.0,0.11254019292604502
Cody Simpson,Witney Carson,Singer/Rapper,Unknown,Australia,17,18,Eliminated Week 5,9,4,4,31.0,5,1,8.0,0.10437710437710437
Cody Simpson,Witney Carson,Singer/Rapper,Unknown,Australia,17,18,Eliminated Week 5,9,5,4,34.0,5,1,8.0,0.10559006211180125
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,1,3,21.0,7,1,7.0,0.08015267175572519
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,2,3,21.0,7,1,7.0,0.0860655737704918
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,3,4,31.0,7,1,8.0,0.09967845659163987
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,4,4,32.0,7,1,6.0,0.10774410774410774
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,5,4,36.0,7,1,5.0,0.11180124223602485
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,6,4,33.0,7,1,6.0,0.11702127659574468
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7,4,33.0,7,1,7.0,0.13043478260869565
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Unknown,Italy,42,19,Eliminated Week 7,8,1,4,25.0,7,1,10.0,0.06720430107526881
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Unknown,Italy,42,19,Eliminated Week 7,8,2,4,31.0,7,1,5.0,0.0856353591160221
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Unknown,Italy,42,19,Eliminated Week 7,8,3,4,29.0,7,1,8.0,0.0821529745042493
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Unknown,Italy,42,19,Eliminated Week 7,8,4,4,29.0,7,1,6.0,0.090625
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Unknown,Italy,42,19,Eliminated Week 7,8,5,4,28.0,7,1,6.0,0.10606060606060606
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Unknown,Italy,42,19,Eliminated Week 7,8,6,4,28.0,7,1,8.0,0.09556313993174062
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Unknown,Italy,42,19,Eliminated Week 7,8,7,4,29.5,7,1,7.0,0.11411992263056092
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,1,4,30.0,6,1,6.0,0.08064516129032258
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,2,4,30.0,6,1,7.0,0.08287292817679558
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,3,4,32.0,6,1,4.0,0.0906515580736544
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,4,4,24.0,6,1,10.0,0.075
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,5,4,24.0,6,1,7.0,0.09090909090909091
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,6,4,32.0,6,1,5.0,0.10921501706484642
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,1,4,32.0,9,1,3.0,0.08602150537634409
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,2,4,35.0,9,1,1.0,0.09668508287292818
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,3,4,31.0,9,1,7.0,0.08781869688385269
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,4,4,39.0,9,1,2.0,0.121875
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,5,4,34.0,9,1,2.0,0.12878787878787878
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,6,4,32.0,9,1,5.0,0.10921501706484642
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,7,4,35.0,9,1,2.0,0.13539651837524178
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8,4,32.0,9,1,5.0,0.12903225806451613
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,9,4,35.0,9,1,5.0,0.16355140186915887
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,1,4,29.0,11,1,7.0,0.07795698924731183
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,2,4,34.0,11,1,2.0,0.09392265193370165
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,3,4,40.0,11,1,1.0,0.11331444759206799
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,4,4,36.0,11,1,4.0,0.1125
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,5,4,33.0,11,1,4.0,0.125
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,6,4,33.0,11,1,4.0,0.11262798634812286
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7,4,33.5,11,1,4.0,0.12959381044487428
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,8,4,43.0,11,1,1.0,0.17338709677419356
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,9,4,38.5,11,1,1.0,0.17990654205607476
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,10,4,39.0,11,1,1.0,0.2136986301369863
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,11,4,38.99980000000001,11,1,3.0,0.24946620355267282
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,1,4,36.0,11,1,1.0,0.0967741935483871
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,2,4,32.0,11,1,4.0,0.08839779005524862
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,3,4,32.0,11,1,4.0,0.0906515580736544
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,4,4,40.0,11,1,1.0,0.125
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,5,4,34.0,11,1,2.0,0.12878787878787878
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,6,4,39.0,11,1,1.0,0.13310580204778158
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,7,4,34.0,11,1,3.0,0.13152804642166344
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,8,4,41.0,11,1,2.0,0.16532258064516128
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9,4,38.5,11,1,1.0,0.17990654205607476
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,10,4,37.5,11,1,3.0,0.2054794520547945
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,11,4,40.0,11,1,1.0,0.25586408499804897
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,1,4,22.0,1,1,12.0,0.05913978494623656
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,1,4,31.0,3,1,5.0,0.08333333333333333
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,2,4,28.0,3,1,8.0,0.07734806629834254
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,3,4,26.0,3,1,11.0,0.07365439093484419
Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,19,Eliminated Week 10,5,1,4,27.0,10,1,9.0,0.07258064516129033
Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,19,Eliminated Week 10,5,2,4,28.0,10,1,8.0,0.07734806629834254
Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,19,Eliminated Week 10,5,3,4,34.0,10,1,3.0,0.09631728045325778
Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,19,Eliminated Week 10,5,4,4,28.0,10,1,8.0,0.0875
Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,19,Eliminated Week 10,5,5,4,23.0,10,1,8.0,0.08712121212121213
Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,19,Eliminated Week 10,5,6,4,28.0,10,1,8.0,0.09556313993174062
Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,19,Eliminated Week 10,5,7,4,30.0,10,1,6.0,0.11605415860735009
Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,19,Eliminated Week 10,5,8,4,29.0,10,1,6.0,0.11693548387096774
Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,19,Eliminated Week 10,5,9,4,28.5,10,1,6.0,0.13317757009345793
Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,19,Eliminated Week 10,5,10,4,31.0,10,1,5.0,0.16986301369863013
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,1,4,20.0,4,1,13.0,0.053763440860215055
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,2,4,28.0,4,1,8.0,0.07734806629834254
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,3,4,29.0,4,1,8.0,0.0821529745042493
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,4,4,29.0,4,1,6.0,0.090625
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,1,4,25.0,8,1,10.0,0.06720430107526881
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,2,4,24.0,8,1,12.0,0.06629834254143646
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,3,4,28.0,8,1,10.0,0.07932011331444759
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,4,4,25.0,8,1,9.0,0.078125
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,5,4,20.0,8,1,9.0,0.07575757575757576
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,6,4,30.0,8,1,7.0,0.10238907849829351
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7,4,28.0,8,1,8.0,0.10831721470019343
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,8,4,25.0,8,1,7.0,0.10080645161290322
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,1,4,29.0,2,1,7.0,0.07795698924731183
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,2,4,28.0,2,1,8.0,0.07734806629834254
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,1,4,32.0,11,1,3.0,0.08602150537634409
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,2,4,33.0,11,1,3.0,0.09116022099447514
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,3,4,40.0,11,1,1.0,0.11331444759206799
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,4,4,33.0,11,1,5.0,0.103125
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,5,4,32.0,11,1,5.0,0.12121212121212122
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,6,4,36.0,11,1,2.0,0.12286689419795221
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,7,4,37.5,11,1,1.0,0.1450676982591876
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8,4,40.0,11,1,3.0,0.16129032258064516
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,9,4,37.0,11,1,3.0,0.17289719626168223
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,10,4,38.0,11,1,2.0,0.20821917808219179
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,4,38.0,11,1,4.0,0.24307088074814653
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,1,4,34.0,11,1,2.0,0.0913978494623656
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,2,4,31.0,11,1,5.0,0.0856353591160221
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,3,4,32.0,11,1,4.0,0.0906515580736544
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,4,4,37.0,11,1,3.0,0.115625
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,5,4,36.0,11,1,1.0,0.13636363636363635
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,6,4,35.0,11,1,3.0,0.11945392491467577
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,7,4,31.0,11,1,5.0,0.11992263056092843
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8,4,38.0,11,1,4.0,0.1532258064516129
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,9,4,36.5,11,1,4.0,0.1705607476635514
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,10,4,37.0,11,1,4.0,0.20273972602739726
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,11,4,39.333200000000005,11,1,2.0,0.25159883070113154
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,1,4,25.0,5,1,8.0,0.07861635220125786
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,2,4,28.0,5,1,6.0,0.08069164265129683
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,3,4,25.0,5,1,8.0,0.07987220447284345
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,4,4,28.0,5,1,9.0,0.08615384615384615
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,5,4,28.0,5,1,5.0,0.0989399293286219
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,1,4,25.0,7,1,8.0,0.07861635220125786
